turns,winner,white_rating,black_rating,opening_name,opening_ply
78,white,1795,1234,Slav Defense: Quiet Variation |  Schallopp Defense,8
25,white,1484,1273,Queen's Pawn Game,2
36,black,1295,1675,Four Knights Game: Italian Variation,7
12,white,1672,1322,Italian Game: Two Knights Defense |  Knight Attack,7
100,black,1357,1689,Sicilian Defense: Old Sicilian,4
19,white,1685,1413,Italian Game: Two Knights Defense |  Knight Attack,7
37,black,1500,1741,French Defense: Knight Variation,3
12,black,1386,1500,Caro-Kann Defense: Hillbilly Attack,3
126,black,2152,2075,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
49,white,2064,1889,King's Indian Attack,4
134,white,1834,2064,Slav Defense: Chameleon Variation,8
41,white,2056,1841,English Opening: Symmetrical Variation |  Full Symmetry Line,10
80,black,1848,2049,Gruenfeld Defense: Three Knights Variation |  Hungarian Variation,11
40,black,1663,2069,French Defense: Knight Variation,3
73,white,2066,1665,Slav Defense: Czech Variation |  Wiesbaden Variation,12
24,black,1616,2064,Petrov's Defense,4
96,black,1715,2060,Sicilian Defense: Bowdler Attack,3
91,white,2056,1684,Ruy Lopez: Cozio Defense,6
102,black,1687,2052,French Defense: Knight Variation,3
145,white,1800,2079,French Defense: Knight Variation,3
102,white,2003,2162,Polish Opening: Outflank Variation,2
88,black,1723,2159,Queen's Pawn Game: Colle System,5
23,white,2158,1477,Caro-Kann Defense: Classical Variation |  Main Line,11
77,white,2158,992,English Opening: Anglo-Indian Defense |  King's Knight Variation,3
85,white,2156,1640,Catalan Opening: Closed Variation,9
45,black,1554,2155,Queen's Gambit Accepted,4
35,white,2155,1361,Modern Defense,2
67,white,2153,1555,Queen's Pawn Game: Chigorin Variation,4
71,white,2152,1580,Zukertort Opening: Queen's Gambit Invitation,2
66,black,1810,1738,Sicilian Defense: Old Sicilian,4
85,white,1724,1824,Sicilian Defense: Open #3,7
107,draw,1406,1459,Scotch Game,7
41,white,1412,1417,Queen's Pawn Game: Chigorin Variation,3
51,white,2315,2200,Caro-Kann Defense: Classical |  7...Nd7,14
65,white,2196,1869,King's Indian |  Orthodox |  7...Nbd7 8.Re1,15
51,white,1855,1202,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
41,black,1202,1009,Queen's Pawn,1
74,white,1386,1255,Scandinavian Defense: Mieses-Kotroc Variation,4
33,white,1830,1263,Queen's Gambit Accepted,4
85,white,1781,1274,King's Pawn Game: Leonardis Variation,3
9,white,1100,1500,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
15,white,1613,1309,Scandinavian Defense,2
32,black,1364,1609,Queen's Pawn Game #2,3
8,white,1261,1174,Nimzowitsch Defense: Kennedy Variation,4
57,white,1589,1500,French Defense: Advance Variation #3,5
121,white,1238,885,Van't Kruijs Opening,1
57,white,1708,1500,Alekhine Defense: Two Pawn Attack,5
85,white,1706,886,Alekhine Defense: Modern Variation |  Larsen Variation,8
27,black,788,1307,Zukertort Opening: Queen's Gambit Invitation,2
53,white,1437,892,Nimzowitsch Defense,2
21,white,955,959,King's Pawn Game: Nimzowitsch Defense,3
43,white,1411,1500,Queen's Indian Accelerated,4
27,white,1149,1013,Modern Defense,2
51,white,1523,1009,Grob Opening,1
26,black,1028,1521,Gedult's Opening,1
61,white,1366,1090,Petrov's Defense,4
41,white,1500,1005,Borg Defense,2
55,white,1130,1500,Queen's Pawn Game: Chigorin Variation,3
66,black,1394,1998,Slav Defense #2,5
47,white,1998,1358,Philidor Defense,5
40,black,1276,1997,Slav Defense,4
35,black,2026,1593,Ruy Lopez: Morphy Defense #2,12
65,white,2015,1877,Sicilian Defense: Accelerated Dragon |  Maroczy Bind,11
42,black,1527,2013,Queen's Pawn Game: Mason Attack,3
79,white,2011,1511,Robatsch (Modern) Defense,4
74,black,1512,2009,Queen's Pawn Game,2
66,black,2037,1734,Sicilian Defense: Accelerated Dragon,8
125,white,1432,2069,Italian Game: Classical Variation |  Giuoco Pianissimo,9
50,black,2069,1500,Ruy Lopez: Nuernberg Variation,6
35,black,1144,1500,Petrov's Defense,4
23,black,1144,1500,Ruy Lopez: Steinitz Defense,6
52,black,1022,1165,Elephant Gambit,4
93,white,1781,1516,Queen's Gambit Declined,11
96,black,1601,1688,French Defense: Exchange Variation,5
103,white,1939,1662,Queen's Gambit Declined: Barmen Variation,8
59,white,1500,1500,Giuoco Piano,6
74,black,1785,1815,Caro-Kann Defense: Classical Variation,8
53,white,1777,1453,Owen Defense,2
165,draw,1571,1457,Sicilian Defense: Accelerated Dragon |  Modern Bc4 Variation,13
41,white,1571,1487,Scandinavian Defense: Anderssen Counterattack,8
65,white,1620,1658,King's Gambit Declined |  Norwalde Variation,4
55,white,1648,1630,King's Pawn Game: Wayward Queen Attack,3
79,white,1619,1635,Caro-Kann Defense,2
54,black,1647,1606,King's Indian Defense: Orthodox Variation,13
41,black,1617,1637,King's Gambit Declined |  Keene Defense,6
34,white,1626,1628,French Defense: Advance Variation #4,6
26,black,1869,1500,Slav Defense #2,5
19,white,1500,1500,Elephant Gambit: Paulsen Countergambit,6
33,draw,1672,1455,Ruy Lopez: Steinitz Defense,6
11,white,1561,1718,Alekhine Defense: Scandinavian Variation,4
49,white,1703,1475,Nimzowitsch-Larsen Attack,3
18,black,1328,1657,Robatsch (Modern) Defense,4
25,white,1636,1417,Creepy Crawly Formation: Classical Defense,4
25,white,1500,1681,Pirc Defense #4,2
6,black,801,1223,King's Pawn Game: Nimzowitsch Defense,3
34,white,1207,804,Reti Opening,2
29,white,1403,1389,Ware Defense,2
44,black,1500,1662,Grob Opening,1
48,black,1484,1500,Ruy Lopez: Steinitz Defense,6
60,black,1500,1484,Vienna Game,3
67,white,2206,2238,Vienna Game #2,6
30,black,2252,2121,Sicilian Defense: Wing Gambit |  Marshall Variation,5
52,black,2259,2386,Sicilian Defense: Wing Gambit |  Marshall Variation,5
40,black,2074,2253,Budapest Defense: Adler Variation,7
41,white,2247,2094,Sicilian Defense: Wing Gambit |  Carlsbad Variation,6
77,white,2240,2104,Queen's Gambit Declined: Normal Defense,6
84,black,2111,2233,Indian Game,2
43,white,2226,2119,French Defense: Advance Variation,8
124,black,2127,2218,Indian Game,2
62,black,2232,2113,French Defense: Chigorin Variation,3
21,white,2225,2096,Danish Gambit Accepted |  Schlechter Defense,10
136,white,2217,2135,French Defense: Chigorin Variation,3
82,black,1123,1500,Sicilian Defense: Hyperaccelerated Dragon,4
8,black,1506,1282,English Defense #2,2
3,draw,1408,1570,Queen's Pawn Game: Zukertort Variation,3
83,white,1130,1144,Polish Defense,2
53,white,1158,1500,Queen's Pawn,2
79,white,1658,1444,Four Knights Game: Spanish Variation |  Classical Variation,8
118,black,1669,1850,Sicilian Defense: Closed Variation |  Traditional,4
22,black,1565,1652,Russian Game: Damiano Variation,6
51,black,1422,1641,Van't Kruijs Opening,1
33,white,1620,1565,Three Knights Opening,5
64,black,1846,1576,King's Gambit Declined |  Queen's Knight Defense,4
58,black,1374,1549,Italian Game: Two Knights Defense,6
47,white,1527,1422,Vienna Game: Zhuravlev Countergambit #2,4
82,black,1448,1500,Dutch Defense,3
58,black,1154,1490,Petrov's Defense,4
50,black,1160,1480,Four Knights Game: Spanish Variation |  Symmetrical Variation #3,12
39,white,1433,1515,Rat Defense: Small Center Defense,4
23,white,1387,1094,Four Knights Game,6
52,black,1496,1305,King's Pawn Game: Leonardis Variation,3
39,white,1195,1491,Sicilian Defense: Closed Variation |  Traditional,4
64,black,1510,1447,Alekhine Defense: Normal Variation,4
37,white,1433,1436,Van Geet Opening: Napoleon Attack,5
30,draw,1436,1433,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
15,draw,1502,1430,King's Pawn Game: Leonardis Variation,3
10,black,952,1410,Bishop's Opening: Berlin Defense,4
31,white,1408,955,Four Knights Game: Italian Variation,7
170,black,1569,1366,Ruy Lopez: Exchange Variation,7
52,black,1366,1269,King's Pawn Game: Leonardis Variation,3
112,black,1340,1367,King's Pawn Game: Wayward Queen Attack,3
60,black,1199,1341,Danish Gambit Accepted |  Classical Defense,10
17,white,1176,1398,Nimzowitsch Defense,2
3,black,1412,1485,Sicilian Defense,3
78,black,1281,1380,Mikenas Defense,2
30,black,1359,1359,Mikenas Defense,2
66,black,1383,1347,Italian Game: Anti-Fried Liver Defense,6
56,draw,1134,1397,Scotch Game,7
107,white,1412,1211,French Defense: Exchange Variation,5
104,black,1211,1434,Van't Kruijs Opening,1
14,black,1434,1352,Philidor Defense #3,5
59,white,1410,1337,Sicilian Defense: Bowdler Attack,3
66,black,1443,1425,Rat Defense: Small Center Defense,4
32,white,1393,1487,Vienna Game: Stanley Variation |  Three Knights Variation,6
61,white,1225,1552,Queen's Pawn Game: Chigorin Variation,4
44,black,1061,1602,Ruy Lopez: Exchange Variation,7
8,white,1678,1678,Van't Kruijs Opening,1
37,white,1615,1727,Van Geet Opening: Napoleon Attack,5
47,black,1728,1571,Zukertort Opening: Reversed Mexican Defense,3
53,white,1568,1292,Pirc Defense #2,5
29,white,1273,1653,Center Game #2,3
55,white,1580,1757,Budapest Defense: Adler Variation,7
72,white,1711,1622,Dutch Defense: Queen's Knight Variation,5
44,black,1631,1540,Van Geet Opening: Napoleon Attack,5
57,white,1480,1393,French Defense: Advance Variation #2,7
68,black,1403,1371,Mieses Opening,1
47,draw,1552,1283,Sicilian Defense: Accelerated Dragon |  Modern Variation,9
63,black,1500,1423,Nimzo-Indian Defense #2,5
47,white,1500,1341,Queen's Gambit Refused: Marshall Defense,4
23,white,1419,1362,King's Pawn Game: Maroczy Defense,4
64,black,1500,1584,French Defense: La Bourdonnais Variation,3
37,white,1500,1535,English Opening: King's English Variation |  Two Knights Variation,4
103,white,1506,1588,Sicilian Defense: Old Sicilian,4
87,white,1501,1221,Caro-Kann Defense,4
47,white,1677,1508,Danish Gambit Accepted,9
55,white,1627,1515,Philidor Defense #4,6
63,white,1515,1448,Sicilian Defense,2
43,white,1494,1843,Caro-Kann Defense,2
57,white,1690,1501,Bishop's Opening: Berlin Defense,4
31,white,1784,1505,Queen's Gambit Refused: Chigorin Defense |  Janowski Variation,7
52,black,1363,1706,Bird Opening: Dutch Variation,2
47,white,1703,1366,Zukertort Opening: Vos Gambit,4
18,white,1352,1380,Queen's Pawn Game: Mason Attack,3
51,black,1395,1338,King's Pawn Game: Busch-Gass Gambit,4
80,black,1349,1383,Queen's Pawn Game: Mason Attack,3
29,black,1399,1335,Scotch Game: Lolli Variation,6
27,black,1183,1427,Scotch Game,7
66,black,1405,1632,Caro-Kann Defense: Maroczy Variation,5
72,black,1377,1392,Center Game: Normal Variation,6
8,black,1391,1378,Center Game: Normal Variation,6
83,white,1453,1389,Horwitz Defense,2
73,draw,1455,1387,Queen's Pawn Game,2
103,white,1466,1529,Queen's Gambit Refused: Albin Countergambit,4
26,white,1466,1297,Queen's Pawn Game: Chigorin Variation,4
62,black,1445,1466,Sicilian Defense: Closed,4
150,black,1500,1466,King's Pawn Game: Wayward Queen Attack,3
4,black,1415,1466,Queen's Pawn Game: Chigorin Variation,4
28,black,1500,1466,Van't Kruijs Opening,1
88,black,1466,1533,Sicilian Defense,5
97,black,1549,1466,French Defense: Tarrasch Variation |  Chistyakov Defense |  Modern Line,20
58,black,1466,1500,Caro-Kann Defense: Exchange Variation,5
39,white,1466,1500,Bird Opening,1
36,black,1500,1466,Queen's Pawn Game,2
46,black,1500,1500,Pirc Defense #4,2
101,white,1251,1166,Philidor Defense #3,5
62,black,1216,1584,Scandinavian Defense: Mieses-Kotroc Variation,4
29,white,1580,1257,King's Knight Opening,3
111,white,1068,807,King's Pawn Game: Leonardis Variation,3
97,white,1068,807,King's Pawn Game: Leonardis Variation,3
48,black,1076,1373,French Defense: Exchange Variation,5
91,white,1076,807,Center Game,5
92,black,807,1076,Queen's Pawn Game #2,3
25,white,1076,807,King's Pawn Game: Leonardis Variation,3
45,white,1011,1076,King's Pawn Game: Leonardis Variation,3
101,white,1076,1011,King's Pawn Game: Leonardis Variation,3
32,black,1500,1383,Queen's Pawn Game #2,3
17,white,1529,1088,French Defense #2,2
17,white,1671,1094,Van't Kruijs Opening,1
23,white,1444,1118,Queen's Pawn,1
9,black,1121,1831,Hungarian Opening,1
13,white,1375,1167,Pirc Defense #4,2
21,white,1501,1030,French Defense: Normal Variation,3
20,white,1312,1274,Van't Kruijs Opening,1
23,white,1410,1500,Pirc Defense #5,3
47,white,1198,1571,Queen's Pawn,1
3,white,1500,1202,Sodium Attack,1
31,white,1500,1209,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,8
15,black,1209,1429,Petrov's Defense #2,5
115,white,1527,1212,Scotch Game,7
71,white,1188,1597,French Defense: Advance Variation |  Nimzowitsch System,7
37,white,1174,1500,Four Knights Game: Italian Variation,7
53,black,1500,1174,Ponziani Opening: Jaenisch Counterattack,6
31,white,1174,1500,Philidor Defense #3,5
14,black,1500,1174,Bishop's Opening: Ponziani Gambit,5
95,white,1174,1500,Van't Kruijs Opening,1
107,white,1500,1174,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,4
70,black,1458,1485,Center Game: Normal Variation,6
76,black,1613,1472,Giuoco Piano,6
36,white,2059,1640,Scandinavian Defense: Modern Variation #2,4
69,white,1500,1422,King's Pawn Game: Leonardis Variation,3
47,white,1667,1500,Kangaroo Defense: Keres Defense |  Transpositional Variation,5
36,white,1348,1557,Three Knights Opening,5
73,white,1550,1500,English Opening: Four Knights System |  Nimzowitsch Variation,7
104,black,1588,1533,Scandinavian Defense: Mieses-Kotroc Variation,4
21,white,1581,1500,Philidor Defense #2,4
12,white,1571,1558,Philidor Defense #2,4
35,white,1560,1522,Sicilian Defense: Franco-Sicilian Variation,6
64,black,1571,1597,French Defense: Advance Variation #2,7
47,white,1560,1547,King's Pawn Game: Damiano Defense,4
68,black,1526,1542,Saragossa Opening,1
100,black,1517,1531,Queen's Pawn Game: Chigorin Variation,4
91,white,1520,1521,King's Indian Defense,6
81,white,1511,1418,Philidor Defense #3,5
193,white,1501,1447,Owen Defense,2
112,black,1519,1306,Four Knights Game: Scotch Variation Accepted,8
69,white,1513,1350,Scotch Game,5
119,white,1501,1499,Philidor Defense #3,5
123,white,1486,1568,Scotch Game: Potter Variation,9
26,black,1501,1404,Four Knights Game: Italian Variation,7
128,black,1519,1330,Vienna Game,3
96,black,1536,1399,Queen's Pawn Game: Chigorin Variation,4
29,white,1533,1131,Vienna Game: Stanley Variation,5
135,white,1524,1448,Hungarian Opening,1
47,white,1515,1421,Queen's Gambit Refused: Marshall Defense,4
23,white,1510,1283,Queen's Gambit Accepted: Saduleto Variation,5
77,white,1498,1537,Queen's Gambit Refused: Austrian Defense,4
47,white,1489,1500,Englund Gambit Complex: Hartlaub-Charlick Gambit,4
82,black,1361,1481,Sicilian Defense: Bowdler Attack,3
39,white,1470,1438,King's Indian Defense,6
31,black,1481,1515,Horwitz Defense,2
53,white,1772,1485,Sicilian Defense: French Variation,4
46,white,1475,1387,Queen's Pawn,1
50,black,1301,1468,Queen's Pawn Game #2,3
11,white,1213,1489,Queen's Pawn Game #3,4
32,black,1502,1318,Queen's Gambit Refused: Albin Countergambit,4
50,black,1522,1289,Old Indian Defense: Ukrainian Variation,6
57,white,1352,1541,Queen's Pawn Game #2,3
27,white,1392,1254,Slav Defense: Three Knights Variation,7
57,white,1535,1318,Horwitz Defense,2
89,white,1338,1539,Sicilian Defense,2
58,black,2096,1901,Caro-Kann Defense: Exchange Variation,5
68,black,1920,2087,Queen's Pawn Game: Symmetrical Variation |  Pseudo-Catalan,5
54,black,2004,2073,Four Knights Game: Scotch Variation Accepted,8
113,white,2084,2066,Sicilian Defense: Dragon Variation,10
149,white,2074,1908,Philidor Defense #2,4
64,black,1788,2067,Alekhine Defense: Two Pawn Attack,5
59,white,2060,1792,Caro-Kann Defense: Advance Variation |  Short Variation,7
74,black,1819,2052,Alekhine Defense,6
47,white,2047,1710,Alekhine Defense: Modern Variation |  Main Line,8
117,white,2136,2062,Queen's Pawn Game: Symmetrical Variation,4
30,black,2081,2096,Sicilian Defense: Old Sicilian,4
59,white,2063,2027,Robatsch (Modern) Defense,4
117,white,2048,1924,Ponziani Opening: Jaenisch Counterattack,6
31,white,1804,1997,Four Knights Game: Italian Variation |  Noa Gambit,9
55,white,2051,2072,Ruy Lopez,6
67,white,2057,1923,Ponziani Opening: Jaenisch Counterattack,6
82,black,1922,2040,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
144,draw,2063,2038,Ruy Lopez: Morphy Defense |  Classical Defense Deferred,8
53,white,2003,2078,Ponziani Opening,5
52,white,1996,1618,Ponziani Opening,5
138,draw,1804,2013,Queen's Pawn Game #3,4
46,black,1834,1994,Ruy Lopez: Morphy Defense |  Classical Defense Deferred,8
85,black,1867,1968,Italian Game: Giuoco Pianissimo |  Canal Variation,11
43,white,1653,1711,Robatsch (Modern) Defense,4
85,black,1663,1706,Ruy Lopez: Steinitz Defense,6
49,white,1692,1674,French Defense: Knight Variation,3
91,white,1709,1685,Semi-Slav Defense: Accelerated Move Order,6
69,white,1631,1698,French Defense: La Bourdonnais Variation,3
87,black,1708,1772,English Defense,4
114,black,1724,1545,Queen's Gambit Accepted: Saduleto Variation,5
56,black,1723,1713,French Defense: King's Indian Attack,3
34,black,1642,1703,Queen's Pawn Game,2
49,white,1689,1770,Slav Defense: Modern Line,5
59,white,1763,1698,English Opening: King's English Variation,2
86,white,1693,1477,Philidor Defense,5
85,white,1664,1706,French Defense: Advance Variation,8
70,black,1500,1701,French Defense: Steinitz Attack,3
38,black,1704,1689,Slav Defense,4
46,black,1680,1677,Queen's Pawn Game,2
51,white,1757,1687,Nimzo-Larsen Attack: Modern Variation #3,4
74,black,1666,1675,Queen's Pawn Game: Chigorin Variation,3
113,white,1663,1667,Italian Game: Anti-Fried Liver Defense,6
13,white,1651,1641,Sicilian Defense: Smith-Morra Gambit,5
46,black,1654,1638,French Defense: Steinitz Attack,3
29,black,1680,1623,French Defense: Exchange Variation,5
59,white,1610,1617,French Defense: Advance Variation #2,7
79,white,1754,1618,French Defense: Advance Variation #4,6
78,black,1713,1602,French Defense #2,2
36,black,1795,1581,French Defense: Knight Variation,3
39,black,1658,1565,French Defense: Exchange Variation,5
79,white,1721,1573,Tarrasch Defense: Two Knights Variation,9
73,white,1557,1614,King's Gambit Accepted |  Hanstein Gambit,9
34,black,1423,1500,Scotch Game: Schmidt Variation,8
66,black,1566,1694,Italian Game: Anti-Fried Liver Defense,6
22,black,1432,1493,Ruy Lopez: Exchange Variation,7
39,white,1656,1577,Queen's Pawn Game,2
25,white,1557,1713,Scandinavian Defense: Main Line,6
51,white,1686,1567,Philidor Defense,5
95,white,1606,1579,French Defense: Reti-Spielmann Attack,3
45,white,1519,1597,King's Pawn Game: Leonardis Variation,3
102,black,1619,1452,St. George Defense,2
35,white,1610,1500,Russian Game: Damiano Variation,6
33,white,1612,1626,French Defense: Advance Variation |  Paulsen Attack,9
56,black,1633,1610,French Defense: Steinitz Attack,3
117,white,1595,1583,Ruy Lopez,5
63,white,1696,1607,French Defense: Advance Variation |  Paulsen Attack,9
62,black,1743,1586,French Defense: Knight Variation,3
66,draw,1630,1584,French Defense: Knight Variation,3
50,black,1609,1564,French Defense: Advance Variation |  Nimzowitsch System,7
113,white,1508,1586,Queen's Pawn Game: Levitsky Attack,3
97,white,1573,1465,King's Pawn Game: McConnell Defense,4
132,black,1459,1494,Sicilian Defense,4
24,black,1061,1133,King's Pawn Game: Leonardis Variation,3
82,black,1210,1151,Englund Gambit Declined |  Reversed French,3
13,white,1812,1797,King's Gambit Declined |  Petrov's Defense,4
66,black,1628,1581,Four Knights Game: Italian Variation,8
99,white,1577,1571,Scandinavian Defense: Mieses-Kotroc Variation,4
54,black,1638,1497,French Defense: Exchange Variation,5
46,white,1605,1403,Giuoco Piano,6
90,black,1705,1348,English Opening: Anglo-Scandinavian Defense,2
42,white,1691,1335,Scandinavian Defense: Modern Variation #2,4
58,black,1253,1679,Sicilian Defense,2
53,white,1238,1811,Sicilian Defense #2,6
47,white,1806,1199,Philidor Defense #3,5
54,black,1200,1802,Sicilian Defense,2
104,black,1258,1793,Sicilian Defense: Brick Variation,3
99,draw,1706,1287,Four Knights Game: Italian Variation,8
81,white,1782,1325,Four Knights Game: Italian Variation,7
57,white,1770,1321,Scandinavian Defense: Mieses-Kotroc Variation,4
58,black,1387,1739,Queen's Pawn Game,2
33,white,1697,1405,Philidor Defense #3,5
65,white,1687,1108,Queen's Pawn Game: Franco-Sicilian Defense,4
80,black,1200,1670,Queen's Pawn Game,2
33,white,1624,1620,Danish Gambit Accepted,9
6,black,1325,1620,Bishop's Opening: Berlin Defense,4
71,white,1677,1620,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
65,white,1595,1416,French Defense: Normal Variation,3
94,black,1292,1500,Van't Kruijs Opening,1
86,black,1325,1087,Bird Opening,1
46,black,1033,1263,Duras Gambit,2
172,black,1500,1501,English Opening: Agincourt Defense,2
47,white,1521,1500,Zukertort Opening: Slav Invitation,2
84,black,1490,1672,Ruy Lopez: Classical Variation,6
34,black,828,1192,Saragossa Opening,1
7,white,1245,906,French Defense: Queen's Knight,3
5,white,1090,837,Barnes Defense,2
15,white,1576,910,Van't Kruijs Opening,1
44,black,838,1642,Van't Kruijs Opening,1
39,white,1317,920,Pirc Defense #4,2
53,white,1500,850,Zukertort Opening: Tennison Gambit,3
19,white,1497,924,Pirc Defense #4,2
9,white,1500,848,Barnes Defense,2
7,white,1129,954,St. George Defense,2
44,black,996,1108,Mieses Opening: Reversed Rat,2
2,black,1233,1391,King's Pawn Game,2
30,black,1260,1211,French Defense: La Bourdonnais Variation,3
2,black,1300,1064,King's Pawn Game,2
75,white,1344,1325,English Opening: The Whale,3
80,black,1350,1566,King's Gambit,3
34,black,1367,1533,King's Gambit Accepted |  Schallopp Defense,6
29,white,1526,1388,Four Knights Game: Ranken Variation,9
14,draw,1373,1530,King's Gambit Declined |  Keene Defense,6
17,draw,1365,1445,Scandinavian Defense,2
24,black,1180,1341,King's Pawn Game: Leonardis Variation,3
76,white,1310,1189,King's Gambit,3
63,white,1763,1318,Bishop's Opening: Berlin Defense,4
115,white,1582,1769,English Opening: King's English Variation |  Reversed Sicilian,3
92,black,1375,1473,French Defense: Knight Variation,3
75,white,1300,1375,King's Pawn Game: Busch-Gass Gambit,4
62,black,1368,1484,Russian Game: Urusov Gambit,5
57,white,1484,1303,Bishop's Opening: Berlin Defense,4
43,white,1368,1484,King's Pawn Game: Busch-Gass Gambit,4
2,black,1720,1500,Nimzo-Larsen Attack: Modern Variation,2
2,white,1461,828,King's Pawn Game,2
2,black,830,1460,Queen's Pawn Game,2
2,white,1459,832,French Defense #2,2
2,white,1442,834,French Defense #2,2
2,black,835,1754,Queen's Pawn Game,2
2,white,1376,838,Anderssen Opening,1
2,black,842,1374,Queen's Pawn,1
2,white,1373,846,Ware Opening,1
2,black,850,1371,Borg Defense: Borg Gambit,2
2,white,1369,854,Ware Opening,1
2,black,858,1368,Queen's Pawn,1
2,white,1366,863,Ware Opening,1
2,black,868,1364,Queen's Pawn,1
2,white,1362,873,Van Geet Opening,1
2,black,878,1361,Englund Gambit,2
2,white,1359,884,Amar Opening,1
2,black,890,1357,Mikenas Defense,2
2,white,1355,897,Van Geet Opening: Reversed Nimzowitsch,2
2,black,904,1353,King's Pawn Game,2
2,white,1351,912,Zukertort Opening: Ross Gambit,2
2,black,920,1348,Queen's Pawn Game,2
2,white,1346,930,Van't Kruijs Opening,1
2,black,940,1343,Queen's Pawn Game,2
2,white,1341,952,Van't Kruijs Opening,1
2,black,965,1338,King's Pawn Game,2
2,white,1335,981,Scandinavian Defense,2
2,black,981,1335,Queen's Pawn Game,2
2,white,1332,1001,Hippopotamus Defense #2,2
2,black,1025,1328,Queen's Pawn Game,2
2,white,1324,1058,Nimzowitsch Defense,2
2,black,1106,1319,Queen's Pawn Game,2
2,white,1319,1106,French Defense #2,2
2,black,1197,1312,Mieses Opening: Reversed Rat,2
2,white,1302,1500,French Defense #2,2
80,black,1420,1443,Ruy Lopez: Berlin Defense #2,6
75,white,1429,1461,Queen's Gambit Declined,4
94,black,1384,1447,Queen's Gambit Declined: Vienna Variation,8
37,white,1490,1463,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
48,white,1370,1487,King's Knight Opening: Normal Variation,4
82,white,1464,1425,English Opening: King's English Variation |  Reversed Sicilian,3
144,black,1506,1294,English Opening: King's English Variation |  Reversed Sicilian,3
77,white,1499,1364,English Opening: King's English Variation |  Reversed Sicilian,3
159,white,1487,1527,English Opening: King's English Variation |  Reversed Sicilian,3
77,white,1476,1452,English Opening: Agincourt Defense,2
81,white,1467,1408,English Opening: Great Snake Variation,2
56,black,1489,1453,Nimzo-Larsen Attack: Dutch Variation,2
83,white,1510,1346,English Opening: King's English Variation |  Reversed Sicilian,3
28,black,1206,1517,Ruy Lopez: Steinitz Defense,6
45,white,1487,1542,English Opening: Anglo-Scandinavian Defense,2
55,white,1524,1436,English Opening: King's English Variation |  Two Knights Variation,4
133,white,1519,1288,English Opening: Agincourt Defense,2
158,black,1545,1498,Nimzo-Larsen Attack: Symmetrical Variation,2
63,white,1538,1423,English Opening: King's English Variation |  Reversed Sicilian,3
56,black,1568,1408,Nimzo-Larsen Attack: Modern Variation #3,4
87,white,1563,1351,English Opening: King's English Variation |  Reversed Sicilian,3
29,white,1554,1479,English Opening: Caro-Kann Defensive System,2
49,white,1559,1451,English Opening: Symmetrical Variation |  Normal Variation,3
17,white,1551,1459,English Opening: Symmetrical Variation |  Normal Variation,3
61,white,1558,1414,English Opening: King's English Variation |  Two Knights Variation,4
75,white,1544,1354,English Opening: King's English Variation |  Reversed Sicilian,3
64,white,1535,1447,English Opening: Anglo-Dutch Defense,2
88,black,1568,1469,Nimzo-Larsen Attack: Symmetrical Variation,2
40,black,1583,1461,English Opening: Anglo-Scandinavian Defense,2
61,white,1571,1437,English Opening: Agincourt Defense,2
15,white,1565,1393,English Opening: King's English Variation |  Reversed Sicilian,3
66,black,1566,1317,English Opening: King's English Variation |  Kramnik-Shirov Counterattack,4
83,white,1558,1389,English Opening: Symmetrical Variation |  Normal Variation,3
66,white,1547,1543,Nimzo-Larsen Attack: Symmetrical Variation,2
74,black,1560,1531,English Opening,1
141,draw,1562,1493,English Opening: King's English Variation |  Reversed Sicilian,3
54,black,1487,1107,French Defense: Normal Variation,3
122,black,1248,1500,King's Pawn Game: McConnell Defense,4
58,black,1310,1304,Scandinavian Defense,2
105,draw,1500,1202,Pirc Defense #4,2
38,black,1689,1432,Ruy Lopez: Cozio Defense,6
68,black,1528,1500,Mieses Opening: Reversed Rat,2
63,white,1447,1389,King's Pawn Game: Mengarini's Opening,3
59,white,1278,1104,Italian Game: Anti-Fried Liver Defense,6
72,black,1403,1291,King's Pawn Game,2
53,white,1387,1562,Owen Defense,2
14,draw,1344,1388,Benoni Defense: Benoni Gambit Accepted,3
19,white,1412,1399,Italian Game: Anti-Fried Liver Defense,6
116,black,1403,1387,English Opening: The Whale,3
49,white,1321,1401,Three Knights Opening,5
114,black,1368,1391,Queen's Pawn Game: Chigorin Variation,4
57,black,1404,1346,Caro-Kann Defense,2
36,black,1408,1652,Modern Defense,2
19,white,1488,1417,Slav Defense #3,6
101,white,1404,1476,Scandinavian Defense,2
58,black,1331,1270,Vienna Game: Falkbeer Variation,4
95,white,1447,1413,King's Gambit Accepted |  Rosentreter Gambit,7
71,white,1506,1422,Gunderam Defense,4
118,black,1451,1409,Italian Game: Anti-Fried Liver Defense,6
52,black,1465,1396,King's Knight Opening,3
23,white,1198,1413,Queen's Pawn Game: Levitsky Attack,3
